code,date,tas,pre,etp,qhmobs
5029,198501,3.01537418365479,169.321075439453,29.7615413665771,9.514
5029,198502,7.24662351608276,258.142120361328,46.910587310791,27.724
5029,198503,5.36587810516357,147.183074951172,62.7644958496094,14.514
5029,198504,11.2058725357056,60.6294250488281,98.7897415161133,5.423
5029,198505,10.5714302062988,154.714569091797,109.341896057129,12.354
5029,198506,18.3354644775391,23.2434959411621,182.250762939453,8.205
5029,198507,23.2242126464844,2.52615022659302,180.166213989258,8.751
5029,198508,22.7712078094482,1.55209720134735,203.471374511719,8.07
5029,198509,20.4612693786621,36.6454200744629,142.983551025391,5.281
5029,198510,13.54407787323,5.14987516403198,78.976806640625,2.726
5029,198511,10.1565980911255,166.415191650391,47.9162292480469,2.052
5029,198512,7.90723419189453,151.425567626953,32.3831024169922,3.852
5029,198601,6.08092880249023,231.700057983398,36.3617973327637,10.304
5029,198602,6.00237035751343,342.953552246094,40.6529998779297,34.824
5029,198603,9.02361392974854,64.9978790283203,74.4012069702148,11.814
5029,198604,9.76840305328369,187.510787963867,99.2665100097656,9.213
5029,198605,16.7051372528076,65.0357894897461,168.166580200195,10.944
5029,198606,20.443265914917,96.5035171508789,210.127532958984,10.095
5029,198607,22.9373626708984,10.9647378921509,190.483322143555,10.051
5029,198608,21.6508178710938,1.57887554168701,192.86637878418,9.18
5029,198609,19.6747932434082,41.6628761291504,134.571151733398,4.841
5029,198610,16.1561660766602,159.345245361328,93.4097061157227,4.776
5029,198611,10.3309659957886,58.0404510498047,51.9705429077148,1.822
5029,198612,6.82190608978271,54.8767242431641,31.644458770752,2.532
5029,198701,7.62035655975342,194.727935791016,35.2314376831055,6.474
5029,198702,6.76231098175049,231.773513793945,49.1642951965332,20.084
5029,198703,11.4590940475464,21.9876461029053,86.1399917602539,5.644
5029,198704,13.2419414520264,58.3318748474121,117.744888305664,3.233
5029,198705,16.4724235534668,5.35677671432495,171.009155273438,6.404
5029,198706,20.905818939209,2.33602595329285,219.814331054688,7.225
5029,198707,23.6076374053955,32.0483283996582,179.188095092773,8.161
5029,198708,25.1143455505371,10.6591539382935,201.680435180664,7.51
5029,198709,22.6321563720703,12.4062185287476,142.286224365234,3.681
5029,198710,14.4789371490479,108.228950500488,76.9338836669922,1.186
5029,198711,8.91359519958496,129.143371582031,42.3224067687988,2.442
5029,198712,8.3010892868042,201.792251586914,32.5846061706543,9.952
5029,198801,6.80614233016968,172.781280517578,33.6534118652344,10.484
